gene_name	gene_id
ORMDL3	ENSG00000172057
OSTF1	ENSG00000134996
PA2G4	ENSG00000170515
PDAP1	ENSG00000106244
PDXK	ENSG00000160209
PGRMC1	ENSG00000101856
PIGR	ENSG00000162896
PLAC8	ENSG00000145287
PLEKHO2	ENSG00000241839
PNP	ENSG00000198805
PRDX4	ENSG00000123131
PRG2	ENSG00000186652
PRG3	ENSG00000156575
PTPRB	ENSG00000127329
PTPRN2	ENSG00000155093
PTX3	ENSG00000163661
QPCT	ENSG00000115828
RAB10	ENSG00000084733
RAB14	ENSG00000119396
RAB24	ENSG00000169228
RAB27A	ENSG00000069974
RAB31	ENSG00000168461
RAB37	ENSG00000172794
RAB3D	ENSG00000105514
RAB44	ENSG00000255587
RAB4B	ENSG00000167578
RAB9B	ENSG00000123570
RAP2B	ENSG00000181467
RAP2C	ENSG00000123728
RHOF	ENSG00000139725
RNASE2	ENSG00000169385
RNASET2	ENSG00000026297
S100A11	ENSG00000163191
S100P	ENSG00000163993
SCAMP1	ENSG00000085365
SERPINB1	ENSG00000021355
SERPINB10	ENSG00000242550
SERPINB12	ENSG00000166634
SERPINB3	ENSG00000057149
SLC15A4	ENSG00000139370
SLCO4C1	ENSG00000173930
SLPI	ENSG00000124107
SNAP29	ENSG00000099940
SRP14	ENSG00000140319
STBD1	ENSG00000118804
STK10	ENSG00000072786
STK11IP	ENSG00000144589
SVIP	ENSG00000198168
SYNGR1	ENSG00000100321
TARM1	ENSG00000248385
TBC1D10C	ENSG00000175463
TLR8	ENSG00000101916
TMBIM1	ENSG00000135926
TMC6	ENSG00000141524
TMEM179B	ENSG00000185475
TMEM30A	ENSG00000112697
TMEM63A	ENSG00000196187
TNFAIP6	ENSG00000123610
TOM1	ENSG00000100284
TRPM2	ENSG00000142185
UNC13D	ENSG00000092929
VAT1	ENSG00000108828
VNN1	ENSG00000112299
VPS35L	ENSG00000103544
YPEL5	ENSG00000119801
CAMKMT	ENSG00000143919
FNTB	ENSG00000257365
GRK1	ENSG00000185974
GRK4	ENSG00000125388
GRK7	ENSG00000114124
GUCA1A	ENSG00000048545
GUCA1B	ENSG00000112599
GUCA1C	ENSG00000138472
GUCY2D	ENSG00000132518
GUCY2F	ENSG00000101890
METAP1	ENSG00000164024
METAP2	ENSG00000111142
PPEF1	ENSG00000086717
RCVRN	ENSG00000109047
RGS9BP	ENSG00000186326
DPP4	ENSG00000197635
GPR119	ENSG00000147262
PCSK1	ENSG00000175426
SEC11A	ENSG00000140612
SEC11C	ENSG00000166562
SPCS1	ENSG00000114902
SPCS2	ENSG00000118363
SPCS3	ENSG00000129128
IMPA1	ENSG00000133731
IMPA2	ENSG00000141401
INPP1	ENSG00000151689
INPP4A	ENSG00000040933
INPP4B	ENSG00000109452
INPP5A	ENSG00000068383
INPP5B	ENSG00000204084
INPP5J	ENSG00000185133
IP6K1	ENSG00000176095
IP6K3	ENSG00000161896
IPMK	ENSG00000151151
IPPK	ENSG00000127080
ISYNA1	ENSG00000105655
ITPKA	ENSG00000137825
ITPKB	ENSG00000143772
ITPKC	ENSG00000086544
MINPP1	ENSG00000107789
MIOX	ENSG00000100253
MTMR7	ENSG00000003987
MTMR9	ENSG00000104643
NUDT10	ENSG00000122824
NUDT11	ENSG00000196368
NUDT3	ENSG00000272325
NUDT4	ENSG00000173598
PLCD1	ENSG00000187091
PLCD3	ENSG00000161714
PLCD4	ENSG00000115556
PLCE1	ENSG00000138193
PLCH1	ENSG00000114805
PLCH2	ENSG00000149527
PLCZ1	ENSG00000139151
PPIP5K1	ENSG00000168781
PPIP5K2	ENSG00000145725
SLC2A13	ENSG00000151229
SLC5A11	ENSG00000158865
SLC5A3	ENSG00000198743
BAG6	ENSG00000204463
CAMLG	ENSG00000164615
CYB5A	ENSG00000166347
GET1	ENSG00000182093
GET3	ENSG00000198356
GET4	ENSG00000239857
OTOF	ENSG00000115155
SGTA	ENSG00000104969
UBL4A	ENSG00000102178
TKT	ENSG00000163931
CLTRN	ENSG00000147003
CPE	ENSG00000109472
ERO1B	ENSG00000086619
MYRIP	ENSG00000170011
PCSK2	ENSG00000125851
SLC30A5	ENSG00000145740
SLC30A6	ENSG00000152683
SLC30A7	ENSG00000162695
SLC30A8	ENSG00000164756
ATP6AP1	ENSG00000071553
IGF2BP1	ENSG00000159217
IGF2BP2	ENSG00000073792
IGF2BP3	ENSG00000136231
CACNA1A	ENSG00000141837
CACNA1E	ENSG00000198216
SYT5	ENSG00000129990
ADHFE1	ENSG00000147576
D2HGDH	ENSG00000180902
L2HGDH	ENSG00000087299
AK1	ENSG00000106992
AK2	ENSG00000004455
AK4	ENSG00000162433
AK5	ENSG00000154027
AK6	ENSG00000085231
AK7	ENSG00000140057
AK8	ENSG00000165695
AK9	ENSG00000155085
CMPK1	ENSG00000162368
CTPS1	ENSG00000171793
CTPS2	ENSG00000047230
DCTD	ENSG00000129187
DCTPP1	ENSG00000179958
DTYMK	ENSG00000168393
GLRX	ENSG00000173221
NME1	ENSG00000239672
NME2P1	ENSG00000123009
NME3	ENSG00000103024
NME4	ENSG00000103202
NUDT13	ENSG00000166321
RRM1	ENSG00000167325
SAT1	ENSG00000130066
ALPP	ENSG00000163283
ARFIP2	ENSG00000132254
ARFRP1	ENSG00000101246
ARL1	ENSG00000120805
CYTH1	ENSG00000108669
CYTH2	ENSG00000105443
CYTH3	ENSG00000008256
CYTH4	ENSG00000100055
GCC1	ENSG00000179562
GCC2	ENSG00000135968
GOLGA1	ENSG00000136935
GOLGA5	ENSG00000066455
GOLIM4	ENSG00000173905
NAA30	ENSG00000139977
NAA35	ENSG00000135040
NAA38	ENSG00000183011
RAB30	ENSG00000137502
RAB33B	ENSG00000172007
RAB36	ENSG00000100228
RAB39A	ENSG00000179331
RAB41	ENSG00000147127
RAB43	ENSG00000172780
RAB9A	ENSG00000123595
RABEPK	ENSG00000136933
RGP1	ENSG00000107185
RHOBTB3	ENSG00000164292
RIC1	ENSG00000107036
SCOC	ENSG00000153130
STX10	ENSG00000104915
STX16	ENSG00000124222
STX6	ENSG00000135823
SYS1	ENSG00000204070
TMF1	ENSG00000144747
USP6NL	ENSG00000148429
VPS51	ENSG00000149823
VPS52	ENSG00000223501
VPS53	ENSG00000141252
VPS54	ENSG00000143952
VTI1A	ENSG00000151532
CYGB	ENSG00000161544
MB	ENSG00000198125
NGB	ENSG00000165553
ATN1	ENSG00000111676
IER3	ENSG00000137331
MAF1	ENSG00000179632
MIR205	ENSG00000284485
MIR21	ENSG00000284190
MIR214	ENSG00000283844
MIR22	ENSG00000283824
MIR25	ENSG00000207547
MIR93	ENSG00000207757
PHLPP1	ENSG00000081913
PHLPP2	ENSG00000040199
PIP5K1A	ENSG00000143398
PIP5K1B	ENSG00000107242
SNAI1	ENSG00000124216
SNAI2	ENSG00000019549
WWP2	ENSG00000198373
KCNJ1	ENSG00000151704
ANO1	ENSG00000131620
ANO10	ENSG00000160746
ANO2	ENSG00000047617
ANO3	ENSG00000134343
ANO4	ENSG00000151572
ANO5	ENSG00000171714
ANO7	ENSG00000146205
ANO8	ENSG00000074855
ANO9	ENSG00000185101
ASIC1	ENSG00000110881
ASIC2	ENSG00000108684
ASIC3	ENSG00000213199
ASIC4	ENSG00000072182
ASIC5	ENSG00000256394
ATP10A	ENSG00000206190
ATP10B	ENSG00000118322
ATP10D	ENSG00000145246
ATP11C	ENSG00000101974
ATP12A	ENSG00000075673
ATP13A1	ENSG00000105726
ATP13A2	ENSG00000159363
ATP13A4	ENSG00000127249
ATP13A5	ENSG00000187527
ATP2C1	ENSG00000017260
ATP2C2	ENSG00000064270
ATP4A	ENSG00000105675
ATP4B	ENSG00000186009
ATP7B	ENSG00000123191
ATP8A2	ENSG00000132932
ATP8B1	ENSG00000081923
ATP8B2	ENSG00000143515
ATP8B3	ENSG00000130270
ATP9A	ENSG00000054793
ATP9B	ENSG00000166377
BEST1	ENSG00000167995
BEST2	ENSG00000039987
BEST3	ENSG00000127325
BEST4	ENSG00000142959
BSND	ENSG00000162399
CLCA1	ENSG00000016490
CLCA2	ENSG00000137975
CLCA3P	ENSG00000153923
CLCA4	ENSG00000016602
CLCN1	ENSG00000188037
CLCN2	ENSG00000114859
CLCN3	ENSG00000109572
CLCN4	ENSG00000073464
CLCN5	ENSG00000171365
CLCN7	ENSG00000103249
CLCNKA	ENSG00000186510
CLCNKB	ENSG00000184908
CUTC	ENSG00000119929
MCOLN1	ENSG00000090674
MCOLN2	ENSG00000153898
MCOLN3	ENSG00000055732
NALCN	ENSG00000102452
OSTM1	ENSG00000081087
SCNN1A	ENSG00000111319
SCNN1B	ENSG00000168447
SCNN1D	ENSG00000162572
SCNN1G	ENSG00000166828
SGK2	ENSG00000101049
SGK3	ENSG00000104205
SLC17A3	ENSG00000124564
SLC9B1	ENSG00000164037
SLC9B2	ENSG00000164038
SLC9C1	ENSG00000172139
SLC9C2	ENSG00000162753
STOML3	ENSG00000133115
TPCN1	ENSG00000186815
TPCN2	ENSG00000162341
TRPA1	ENSG00000104321
TRPC4AP	ENSG00000100991
TRPM1	ENSG00000134160
TRPM3	ENSG00000083067
TRPM4	ENSG00000130529
TRPM5	ENSG00000070985
TRPM6	ENSG00000119121
TRPM7	ENSG00000092439
TRPM8	ENSG00000144481
TRPV1	ENSG00000196689
TRPV2	ENSG00000187688
TRPV3	ENSG00000167723
TRPV4	ENSG00000111199
TRPV5	ENSG00000127412
TRPV6	ENSG00000165125
TSC22D3	ENSG00000157514
TTYH1	ENSG00000167614
TTYH2	ENSG00000141540
TTYH3	ENSG00000136295
UNC79	ENSG00000133958
UNC80	ENSG00000144406
WNK1	ENSG00000060237
WNK2	ENSG00000165238
WNK3	ENSG00000196632
WNK4	ENSG00000126562
ACO1	ENSG00000122729
CYBRD1	ENSG00000071967
FTMT	ENSG00000181867
GLRX3	ENSG00000108010
HFE	ENSG00000010704
IREB2	ENSG00000136381
SLC22A17	ENSG00000092096
STEAP2	ENSG00000157214
TFR2	ENSG00000106327
AACS	ENSG00000081760
ACSS3	ENSG00000111058
BDH1	ENSG00000161267
BDH2	ENSG00000164039
HMGCL	ENSG00000117305
HMGCLL1	ENSG00000146151
HMGCS2	ENSG00000134240
OXCT1	ENSG00000083720
OXCT2	ENSG00000198754
LIPA	ENSG00000107798
LSR	ENSG00000105699
NCEH1	ENSG00000144959
NPC1	ENSG00000141458
PCSK9	ENSG00000169174
SOAT1	ENSG00000057252
SOAT2	ENSG00000167780
APOF	ENSG00000175336
LPA	ENSG00000198670
LALBA	ENSG00000167531
CIDEA	ENSG00000176194
FITM1	ENSG00000139914
FITM2	ENSG00000197296
HILPDA	ENSG00000135245
HSD17B13	ENSG00000170509
AADAT	ENSG00000109576
AASS	ENSG00000008311
CRYM	ENSG00000103316
GCDH	ENSG00000105607
HYKK	ENSG00000188266
PIPOX	ENSG00000179761
SLC25A21	ENSG00000183032
MAN2B2	ENSG00000013288
MAN2C1	ENSG00000140400
AP1G2	ENSG00000213983
AP4M1	ENSG00000221838
AP4S1	ENSG00000100478
CLVS1	ENSG00000177182
CLVS2	ENSG00000146352
DNASE2	ENSG00000105612
IL17RD	ENSG00000144730
WDR83	ENSG00000123154
ABHD17A	ENSG00000129968
ABHD17B	ENSG00000107362
ABHD17C	ENSG00000136379
ARL2	ENSG00000213465
CDC14B	ENSG00000081377
DAB2IP	ENSG00000136848
DUSP1	ENSG00000120129
DUSP2	ENSG00000158050
DUSP5	ENSG00000138166
ETV4	ENSG00000175832
LYPLA1	ENSG00000120992
MAPK4	ENSG00000141639
MAPK6	ENSG00000069956
MIR34B	ENSG00000207811
MIR34C	ENSG00000207562
PAQR3	ENSG00000163291
PEA15	ENSG00000162734
RALGDS	ENSG00000160271
RAPGEF2	ENSG00000109756
RASA2	ENSG00000155903
RASA3	ENSG00000185989
RASA4	ENSG00000105808
RASAL1	ENSG00000111344
RASAL2	ENSG00000075391
RASAL3	ENSG00000105122
RASGEF1A	ENSG00000198915
RGL1	ENSG00000143344
RGL2	ENSG00000237441
RGL3	ENSG00000205517
SEPTIN7	ENSG00000122545
SHC2	ENSG00000129946
SYNGAP1	ENSG00000197283
ZDHHC9	ENSG00000188706
HGFAC	ENSG00000109758
HPN	ENSG00000105707
SPINT1	ENSG00000166145
SPINT2	ENSG00000167642
RANBP10	ENSG00000141084
TNS3	ENSG00000136205
TNS4	ENSG00000131746
RAB4A	ENSG00000168118
EEF2K	ENSG00000103319
RPS6KB1	ENSG00000108443
BMS1	ENSG00000165733
BOP1	ENSG00000261236
BYSL	ENSG00000112578
C1D	ENSG00000197223
DCAF13	ENSG00000164934
DDX47	ENSG00000213782
DDX49	ENSG00000105671
DDX52	ENSG00000278053
DHX37	ENSG00000150990
EBNA1BP2	ENSG00000117395
EMG1	ENSG00000126749
ERI1	ENSG00000104626
EXOSC10	ENSG00000171824
FBL	ENSG00000105202
FCF1	ENSG00000119616
FTSJ3	ENSG00000108592
GNL3	ENSG00000163938
HEATR1	ENSG00000119285
IMP3	ENSG00000177971
IMP4	ENSG00000136718
ISG20L2	ENSG00000143319
KRR1	ENSG00000111615
LAS1L	ENSG00000001497
LTV1	ENSG00000135521
MPHOSPH10	ENSG00000124383
MPHOSPH6	ENSG00000135698
MTREX	ENSG00000039123
NCL	ENSG00000115053
NIP7	ENSG00000132603
NOB1	ENSG00000141101
NOC4L	ENSG00000184967
NOL11	ENSG00000130935
NOL12	ENSG00000273899
NOL6	ENSG00000165271
NOL9	ENSG00000162408
NOP14	ENSG00000087269
NOP58	ENSG00000055044
PDCD11	ENSG00000148843
PELP1	ENSG00000141456
PES1	ENSG00000100029
PNO1	ENSG00000115946
PWP2	ENSG00000241945
RBM28	ENSG00000106344
RCL1	ENSG00000120158
RIOK1	ENSG00000124784
RIOK2	ENSG00000058729
RIOK3	ENSG00000101782
RPP14	ENSG00000163684
RPP21	ENSG00000241370
RPP25	ENSG00000178718
RPP30	ENSG00000148688
RPP38	ENSG00000152464
RPP40	ENSG00000124787
RRP1	ENSG00000160214
RRP36	ENSG00000124541
RRP7A	ENSG00000189306
RRP9	ENSG00000114767
SENP3	ENSG00000161956
SNORD3A	ENSG00000263934
SNU13	ENSG00000100138
TBL3	ENSG00000183751
TEX10	ENSG00000136891
TSR1	ENSG00000167721
UTP11	ENSG00000183520
UTP14A	ENSG00000156697
UTP14C	ENSG00000253797
UTP15	ENSG00000164338
UTP18	ENSG00000011260
UTP20	ENSG00000120800
UTP3	ENSG00000132467
UTP4	ENSG00000141076
UTP6	ENSG00000108651
WDR12	ENSG00000138442
WDR18	ENSG00000065268
WDR3	ENSG00000065183
WDR36	ENSG00000134987
WDR43	ENSG00000163811
WDR46	ENSG00000227057
WDR75	ENSG00000115368
DCT	ENSG00000080166
OCA2	ENSG00000104044
SLC45A2	ENSG00000164175
TYR	ENSG00000077498
TYRP1	ENSG00000107165
ALS2	ENSG00000003393
ALS2CL	ENSG00000178038
ANKRD27	ENSG00000105186
ASPSCR1	ENSG00000169696
C2CD5	ENSG00000111731
CCZ1	ENSG00000122674
CCZ1B	ENSG00000146574
CHML	ENSG00000203668
DENND1A	ENSG00000119522
DENND1B	ENSG00000213047
DENND1C	ENSG00000205744
DENND2A	ENSG00000146966
DENND2C	ENSG00000175984
DENND2D	ENSG00000162777
DENND3	ENSG00000105339
DENND4A	ENSG00000174485
DENND4B	ENSG00000198837
DENND4C	ENSG00000137145
DENND5A	ENSG00000184014
DENND5B	ENSG00000170456
DENND6A	ENSG00000174839
DENND6B	ENSG00000205593
GDI1	ENSG00000203879
HPS1	ENSG00000107521
HPS4	ENSG00000100099
MON1A	ENSG00000164077
MON1B	ENSG00000103111
POLG	ENSG00000140521
RAB11B	ENSG00000185236
RAB12	ENSG00000206418
RAB13	ENSG00000143545
RAB21	ENSG00000080371
RAB32	ENSG00000118508
RAB33A	ENSG00000134594
RAB35	ENSG00000111737
RAB38	ENSG00000123892
RAB39B	ENSG00000155961
RAB3IL1	ENSG00000167994
RAB7B	ENSG00000276600
RAB8B	ENSG00000166128
RABEP1	ENSG00000029725
RABGAP1	ENSG00000011454
RABGEF1	ENSG00000154710
RALGAPA2	ENSG00000188559
RALGAPB	ENSG00000170471
RHOQ	ENSG00000119729
RIN1	ENSG00000174791
RIN2	ENSG00000132669
RIN3	ENSG00000100599
RINL	ENSG00000187994
SBF1	ENSG00000100241
SBF2	ENSG00000133812
SYTL1	ENSG00000142765
TBC1D1	ENSG00000065882
TBC1D10A	ENSG00000099992
TBC1D10B	ENSG00000169221
TBC1D13	ENSG00000107021
TBC1D14	ENSG00000132405
TBC1D15	ENSG00000121749
TBC1D16	ENSG00000167291
TBC1D17	ENSG00000104946
TBC1D2	ENSG00000095383
TBC1D24	ENSG00000162065
TBC1D25	ENSG00000068354
TBC1D3	ENSG00000274611
TBC1D4	ENSG00000136111
TBC1D7	ENSG00000145979
TRAPPC11	ENSG00000168538
TRAPPC12	ENSG00000171853
TRAPPC13	ENSG00000113597
TRAPPC8	ENSG00000153339
AANAT	ENSG00000129673
AASDHPPT	ENSG00000149313
ABHD5	ENSG00000011198
ACER1	ENSG00000167769
ACER2	ENSG00000177076
ACER3	ENSG00000078124
ACMSD	ENSG00000153086
ACP5	ENSG00000102575
ADA	ENSG00000196839
ADI1	ENSG00000182551
ADK	ENSG00000156110
ADPRM	ENSG00000170222
ADSL	ENSG00000239900
AFMID	ENSG00000183077
AGMO	ENSG00000187546
AGPS	ENSG00000018510
AKR1B10	ENSG00000198074
ALDH1L1	ENSG00000144908
ALDH1L2	ENSG00000136010
ALDH3B2	ENSG00000132746
AMD1	ENSG00000123505
AMPD1	ENSG00000116748
AMPD2	ENSG00000116337
ANKRD1	ENSG00000148677
AOX1	ENSG00000138356
APOM	ENSG00000204444
ARG2	ENSG00000081181
ASL	ENSG00000126522
ASMT	ENSG00000196433
ASRGL1	ENSG00000162174
ASS1	ENSG00000130707
ATIC	ENSG00000138363
AZIN1	ENSG00000155096
BCO1	ENSG00000135697
BCO2	ENSG00000197580
BHMT2	ENSG00000132840
CA12	ENSG00000074410
CA13	ENSG00000185015
CA14	ENSG00000118298
CA3	ENSG00000164879
CA5A	ENSG00000174990
CA5B	ENSG00000169239
CA6	ENSG00000131686
CA7	ENSG00000168748
CAD	ENSG00000084774
CD38	ENSG00000004468
CERS1	ENSG00000223802
CERS2	ENSG00000143418
CERS3	ENSG00000154227
CERS4	ENSG00000090661
CERS5	ENSG00000139624
CERS6	ENSG00000172292
CERT1	ENSG00000113163
COQ10A	ENSG00000135469
COQ10B	ENSG00000115520
COQ2	ENSG00000173085
COQ3	ENSG00000132423
COQ5	ENSG00000110871
COQ6	ENSG00000119723
COQ7	ENSG00000167186
COQ9	ENSG00000088682
CPS1	ENSG00000021826
CYC1	ENSG00000179091
DCK	ENSG00000156136
DDAH1	ENSG00000153904
DDAH2	ENSG00000213722
DEGS2	ENSG00000168350
DGUOK	ENSG00000114956
DHFR2	ENSG00000178700
DHODH	ENSG00000102967
DHRS7B	ENSG00000109016
DIO1	ENSG00000211452
DIO2	ENSG00000211448
DIO3	ENSG00000197406
DNPH1	ENSG00000112667
DPYD	ENSG00000188641
DPYS	ENSG00000147647
DUOX1	ENSG00000137857
DUOX2	ENSG00000140279
EEFSEC	ENSG00000132394
ENOPH1	ENSG00000145293
ENPP1	ENSG00000197594
ENPP3	ENSG00000154269
ENTPD2	ENSG00000054179
ENTPD3	ENSG00000168032
ENTPD4	ENSG00000197217
ENTPD6	ENSG00000197586
ENTPD7	ENSG00000198018
ENTPD8	ENSG00000188833
ETFA	ENSG00000140374
ETFB	ENSG00000105379
ETFDH	ENSG00000171503
FA2H	ENSG00000103089
FABP12	ENSG00000197416
FABP2	ENSG00000145384
FABP3	ENSG00000121769
FABP7	ENSG00000164434
FABP9	ENSG00000205186
FAH	ENSG00000103876
FAR1	ENSG00000197601
FAR2	ENSG00000064763
FHL2	ENSG00000115641
FIG4	ENSG00000112367
FLAD1	ENSG00000160688
FOLR2	ENSG00000165457
FPGS	ENSG00000136877
FXN	ENSG00000165060
G0S2	ENSG00000123689
GART	ENSG00000159131
GC	ENSG00000145321
GCAT	ENSG00000100116
GCH1	ENSG00000131979
GCHFR	ENSG00000137880
GDA	ENSG00000119125
GK	ENSG00000198814
GK2	ENSG00000196475
GK3P	ENSG00000229894
GLO1	ENSG00000124767
GLRX5	ENSG00000182512
GMPR	ENSG00000137198
GMPR2	ENSG00000100938
GMPS	ENSG00000163655
GPHN	ENSG00000171723
GRHL1	ENSG00000134317
HAAO	ENSG00000162882
HAGH	ENSG00000063854
HGD	ENSG00000113924
HPD	ENSG00000158104
HPRT1	ENSG00000165704
HSCB	ENSG00000100209
IDO1	ENSG00000131203
IDO2	ENSG00000188676
IL4I1	ENSG00000104951
INMT	ENSG00000241644
INPP5F	ENSG00000198825
INPP5K	ENSG00000132376
INSIG1	ENSG00000186480
INSIG2	ENSG00000125629
ISCA1	ENSG00000135070
ISCA2	ENSG00000165898
ISCU	ENSG00000136003
ITPA	ENSG00000125877
IYD	ENSG00000009765
KDSR	ENSG00000119537
KMO	ENSG00000117009
KYAT3	ENSG00000137944
KYNU	ENSG00000115919
LDHA	ENSG00000134333
LDHAL6A	ENSG00000166800
LDHAL6B	ENSG00000171989
LDHB	ENSG00000111716
LDHC	ENSG00000166796
LHPP	ENSG00000107902
LIPE	ENSG00000079435
LRP10	ENSG00000197324
LRP12	ENSG00000147650
LYRM4	ENSG00000214113
ME1	ENSG00000065833
MOCOS	ENSG00000075643
MOCS1	ENSG00000124615
MOCS2	ENSG00000164172
MOCS3	ENSG00000124217
MOGAT1	ENSG00000124003
MOGAT2	ENSG00000166391
MOGAT3	ENSG00000106384
MPC1	ENSG00000060762
MPC2	ENSG00000143158
MRI1	ENSG00000037757
MT-CYB	ENSG00000198727
MTHFD1	ENSG00000100714
MTHFD1L	ENSG00000120254
MTHFD2	ENSG00000065911
MTHFD2L	ENSG00000163738
MTHFR	ENSG00000177000
MTHFS	ENSG00000136371
MTM1	ENSG00000171100
MTMR1	ENSG00000063601
MTMR10	ENSG00000166912
MTMR12	ENSG00000150712
MTMR2	ENSG00000087053
MTMR6	ENSG00000139505
MTMR8	ENSG00000102043
NADK	ENSG00000008130
NADK2	ENSG00000152620
NADSYN1	ENSG00000172890
NAGS	ENSG00000161653
NAXD	ENSG00000213995
NAXE	ENSG00000163382
NFS1	ENSG00000244005
NMNAT1	ENSG00000173614
NMNAT2	ENSG00000157064
NMNAT3	ENSG00000163864
NMRAL1	ENSG00000153406
NMRK1	ENSG00000106733
NMRK2	ENSG00000077009
NOSIP	ENSG00000142546
NOSTRIN	ENSG00000163072
NQO1	ENSG00000181019
NRF1	ENSG00000106459
NT5C	ENSG00000125458
NT5C1A	ENSG00000116981
NT5C1B	ENSG00000185013
NT5C3A	ENSG00000122643
NT5M	ENSG00000205309
NUDT1	ENSG00000106268
NUDT12	ENSG00000112874
NUDT15	ENSG00000136159
NUDT16	ENSG00000198585
NUDT18	ENSG00000275074
NUDT5	ENSG00000165609
NUDT9	ENSG00000170502
OAZ1	ENSG00000104904
OAZ2	ENSG00000180304
OAZ3	ENSG00000143450
ODC1	ENSG00000115758
ORMDL1	ENSG00000128699
ORMDL2	ENSG00000123353
OTC	ENSG00000036473
PAICS	ENSG00000128050
PCBD1	ENSG00000166228
PDK1	ENSG00000152256
PDK2	ENSG00000005882
PDK3	ENSG00000067992
PDK4	ENSG00000004799
PDP1	ENSG00000164951
PDP2	ENSG00000172840
PDPR	ENSG00000090857
PDSS1	ENSG00000148459
PDSS2	ENSG00000164494
PEX11A	ENSG00000166821
PFAS	ENSG00000178921
PGD	ENSG00000142657
PGLS	ENSG00000130313
PHGDH	ENSG00000092621
PI4K2A	ENSG00000155252
PI4K2B	ENSG00000038210
PI4KA	ENSG00000241973
PI4KB	ENSG00000143393
PIK3C2B	ENSG00000133056
PIK3C2G	ENSG00000139144
PIKFYVE	ENSG00000115020
PLEKHA1	ENSG00000107679
PLEKHA2	ENSG00000169499
PLEKHA3	ENSG00000116095
PLEKHA4	ENSG00000105559
PLEKHA5	ENSG00000052126
PLEKHA6	ENSG00000143850
PLEKHA8	ENSG00000106086
PLPP1	ENSG00000067113
PLPP2	ENSG00000141934
PLPP3	ENSG00000162407
PM20D1	ENSG00000162877
PNPLA4	ENSG00000006757
PNPLA5	ENSG00000100341
PNPO	ENSG00000108439
PPA2	ENSG00000138777
PPAT	ENSG00000128059
PPM1L	ENSG00000163590
PRKD1	ENSG00000184304
PRKD2	ENSG00000105287
PRKD3	ENSG00000115825
PRODH	ENSG00000100033
PSAT1	ENSG00000135069
PSPH	ENSG00000146733
PSTK	ENSG00000179988
PTS	ENSG00000150787
PUDP	ENSG00000130021
QDPR	ENSG00000151552
QPRT	ENSG00000103485
RBKS	ENSG00000171174
RBP2	ENSG00000114113
RDH11	ENSG00000072042
RETSAT	ENSG00000042445
RFK	ENSG00000135002
RIDA	ENSG00000132541
RNLS	ENSG00000184719
RPE	ENSG00000197713
RPEL1	ENSG00000235376
RUFY1	ENSG00000176783
SACM1L	ENSG00000211456
SAMD8	ENSG00000156671
SCAP	ENSG00000114650
SCLY	ENSG00000132330
SDS	ENSG00000135094
SDSL	ENSG00000139410
SECISBP2	ENSG00000187742
SEPHS2	ENSG00000179918
SEPSECS	ENSG00000109618
SERINC1	ENSG00000111897
SERINC2	ENSG00000168528
SERINC3	ENSG00000132824
SERINC4	ENSG00000184716
SERINC5	ENSG00000164300
SGMS1	ENSG00000198964
SGMS2	ENSG00000164023
SGPL1	ENSG00000166224
SGPP1	ENSG00000126821
SGPP2	ENSG00000163082
SHMT2	ENSG00000182199
SHPK	ENSG00000197417
SLC19A1	ENSG00000173638
SLC19A2	ENSG00000117479
SLC19A3	ENSG00000135917
SLC22A13	ENSG00000172940
SLC23A1	ENSG00000170482
SLC23A2	ENSG00000089057
SLC25A14	ENSG00000102078
SLC25A15	ENSG00000102743
SLC25A19	ENSG00000125454
SLC25A2	ENSG00000120329
SLC25A27	ENSG00000153291
SLC25A28	ENSG00000155287
SLC25A32	ENSG00000164933
SLC25A37	ENSG00000147454
SLC27A1	ENSG00000130304
SLC52A1	ENSG00000132517
SLC52A2	ENSG00000185803
SLC52A3	ENSG00000101276
SLC5A8	ENSG00000256870
SMS	ENSG00000102172
SPHK2	ENSG00000063176
SPNS2	ENSG00000183018
SPR	ENSG00000116096
SPTLC1	ENSG00000090054
SPTLC2	ENSG00000100596
SPTLC3	ENSG00000172296
SPTSSA	ENSG00000165389
SPTSSB	ENSG00000196542
SRM	ENSG00000116649
SRR	ENSG00000167720
STAR	ENSG00000147465
STARD3	ENSG00000131748
STARD3NL	ENSG00000010270
STARD4	ENSG00000164211
STARD6	ENSG00000174448
TAT	ENSG00000198650
TDH	ENSG00000154316
TDO2	ENSG00000151790
THTPA	ENSG00000259431
TK2	ENSG00000166548
TNFAIP8	ENSG00000145779
TNFAIP8L1	ENSG00000185361
TNFAIP8L2	ENSG00000163154
TNFAIP8L3	ENSG00000183578
TPH1	ENSG00000129167
TPH2	ENSG00000139287
TPK1	ENSG00000196511
TPO	ENSG00000115705
TPTE	ENSG00000274391
TPTE2	ENSG00000132958
TRAP1	ENSG00000126602
TSPO	ENSG00000100300
TTPA	ENSG00000137561
TYMP	ENSG00000025708
UBIAD1	ENSG00000120942
UCK1	ENSG00000130717
UCK2	ENSG00000143179
UCKL1	ENSG00000198276
UCP1	ENSG00000109424
UCP2	ENSG00000175567
UCP3	ENSG00000175564
UMPS	ENSG00000114491
UPB1	ENSG00000100024
UPP1	ENSG00000183696
UPP2	ENSG00000007001
UQCR10	ENSG00000184076
UQCR11	ENSG00000127540
UQCRB	ENSG00000156467
UQCRC1	ENSG00000010256
