gene_id	gene_name
ENSG00000167916	KRT24
ENSG00000119953	SMNDC1
ENSG00000006451	RALA
ENSG00000116584	ARHGEF2
ENSG00000196569	LAMA2
ENSG00000132305	IMMT
ENSG00000197838	CYP2A13
ENSG00000184517	ZFP1
ENSG00000183876	ARSI
ENSG00000154589	LY96
ENSG00000172053	QARS1
ENSG00000136143	SUCLA2
ENSG00000105388	CEACAM5
ENSG00000172350	ABCG4
ENSG00000124701	APOBEC2
ENSG00000165125	TRPV6
ENSG00000105501	SIGLEC5
ENSG00000140988	RPS2
ENSG00000170231	FABP6
ENSG00000158773	USF1
ENSG00000113263	ITK
ENSG00000233954	UQCRHL
ENSG00000280094	OR1B1
ENSG00000131873	CHSY1
ENSG00000111450	STX2
ENSG00000189221	MAOA
ENSG00000155975	VPS37A
ENSG00000011028	MRC2
ENSG00000084731	KIF3C
ENSG00000169241	SLC50A1
ENSG00000105856	HBP1
ENSG00000198728	LDB1
ENSG00000130684	ZNF337
ENSG00000188517	COL25A1
ENSG00000100906	NFKBIA
ENSG00000105499	PLA2G4C
ENSG00000174177	CTU2
ENSG00000177105	RHOG
ENSG00000183706	OR4N4
ENSG00000135698	MPHOSPH6
ENSG00000187045	TMPRSS6
ENSG00000101639	CEP192
ENSG00000107165	TYRP1
ENSG00000106991	ENG
ENSG00000143622	RIT1
ENSG00000109390	NDUFC1
ENSG00000150681	RGS18
ENSG00000109452	INPP4B
ENSG00000148429	USP6NL
ENSG00000100234	TIMP3
ENSG00000186967	KRTAP19-4
ENSG00000136732	GYPC
ENSG00000142273	CBLC
ENSG00000160447	PKN3
ENSG00000161640	SIGLEC11
ENSG00000065621	GSTO2
ENSG00000248385	TARM1
ENSG00000167716	WDR81
ENSG00000214518	KRTAP2-2
ENSG00000121039	RDH10
ENSG00000019169	MARCO
ENSG00000143614	GATAD2B
ENSG00000117115	PADI2
ENSG00000196235	SUPT5H
ENSG00000170873	MTSS1
ENSG00000163902	RPN1
ENSG00000118729	CASQ2
ENSG00000229183	PGA4
ENSG00000163154	TNFAIP8L2
ENSG00000124574	ABCC10
ENSG00000164077	MON1A
ENSG00000102996	MMP15
ENSG00000161243	FBXO27
ENSG00000198034	RPS4X
ENSG00000185634	SHC4
ENSG00000167822	OR8J3
ENSG00000152284	TCF7L1
ENSG00000105258	POLR2I
ENSG00000151577	DRD3
ENSG00000160145	KALRN
ENSG00000005249	PRKAR2B
ENSG00000166603	MC4R
ENSG00000159231	CBR3
ENSG00000115808	STRN
ENSG00000172155	LCE1D
ENSG00000158458	NRG2
ENSG00000116918	TSNAX
ENSG00000103150	MLYCD
ENSG00000173207	CKS1B
ENSG00000116350	SRSF4
ENSG00000148200	NR6A1
ENSG00000159307	SCUBE1
ENSG00000182156	ENPP7
ENSG00000122877	EGR2
ENSG00000158985	CDC42SE2
ENSG00000166889	PATL1
ENSG00000163528	CHCHD4
ENSG00000174748	RPL15
ENSG00000107854	TNKS2
ENSG00000106404	CLDN15
ENSG00000163517	HDAC11
ENSG00000113569	NUP155
ENSG00000198959	TGM2
ENSG00000171311	EXOSC1
ENSG00000069702	TGFBR3
ENSG00000127329	PTPRB
ENSG00000125124	BBS2
ENSG00000137693	YAP1
ENSG00000132109	TRIM21
ENSG00000140937	CDH11
ENSG00000162458	FBLIM1
ENSG00000060237	WNK1
ENSG00000166444	DENND2B
ENSG00000166803	PCLAF
ENSG00000114113	RBP2
ENSG00000138449	SLC40A1
ENSG00000114646	CSPG5
ENSG00000090975	PITPNM2
ENSG00000105675	ATP4A
ENSG00000105968	H2AZ2
ENSG00000178789	CD300LB
ENSG00000164934	DCAF13
ENSG00000150269	OR5M9
ENSG00000153037	SRP19
ENSG00000100246	DNAL4
ENSG00000275126	H4C13
ENSG00000136982	DSCC1
ENSG00000134716	CYP2J2
ENSG00000095627	TDRD1
ENSG00000124818	OPN5
ENSG00000166483	WEE1
ENSG00000186439	TRDN
ENSG00000197696	NMB
ENSG00000197724	PHF2
ENSG00000100225	FBXO7
ENSG00000107984	DKK1
ENSG00000153707	PTPRD
ENSG00000171051	FPR1
ENSG00000157625	TAB3
ENSG00000166165	CKB
ENSG00000148677	ANKRD1
ENSG00000153107	ANAPC1
ENSG00000144566	RAB5A
ENSG00000058262	SEC61A1
ENSG00000197863	ZNF790
ENSG00000261052	SULT1A3
ENSG00000119760	SUPT7L
ENSG00000162891	IL20
ENSG00000177951	BET1L
ENSG00000198829	SUCNR1
ENSG00000076258	FMO4
ENSG00000156642	NPTN
ENSG00000165819	METTL3
ENSG00000078140	UBE2K
ENSG00000188986	NELFB
ENSG00000111424	VDR
ENSG00000162188	GNG3
ENSG00000144339	TMEFF2
ENSG00000153989	NUS1
ENSG00000272886	DCP1A
ENSG00000116014	KISS1R
ENSG00000123213	NLN
ENSG00000138835	RGS3
ENSG00000204220	PFDN6
ENSG00000197887	OR1S2
ENSG00000186891	TNFRSF18
ENSG00000187238	LCE3B
ENSG00000005302	MSL3
ENSG00000176555	OR4S1
ENSG00000108528	SLC25A11
ENSG00000107611	CUBN
ENSG00000273802	H2BC8
ENSG00000217442	SYCE3
ENSG00000104499	GML
ENSG00000134013	LOXL2
ENSG00000063854	HAGH
ENSG00000211967	IGHV3-53
ENSG00000188536	HBA2
ENSG00000160180	TFF3
ENSG00000168802	CHTF8
ENSG00000141480	ARRB2
ENSG00000162068	NTN3
ENSG00000170265	ZNF282
ENSG00000168101	NUDT16L1
ENSG00000111816	FRK
ENSG00000174915	PTDSS2
ENSG00000171094	ALK
ENSG00000114770	ABCC5
ENSG00000128534	LSM8
ENSG00000170454	KRT75
ENSG00000155097	ATP6V1C1
ENSG00000110680	CALCA
ENSG00000136877	FPGS
ENSG00000145283	SLC10A6
ENSG00000162704	ARPC5
ENSG00000196832	OR11G2
ENSG00000003436	TFPI
ENSG00000266472	MRPS21
ENSG00000185069	KRT76
ENSG00000187994	RINL
ENSG00000118094	TREH
ENSG00000175697	GPR156
ENSG00000134748	PRPF38A
ENSG00000125733	TRIP10
ENSG00000171202	TMEM126A
ENSG00000173480	ZNF417
ENSG00000146833	TRIM4
ENSG00000141579	ZNF750
ENSG00000152127	MGAT5
ENSG00000263001	GTF2I
ENSG00000160917	CPSF4
ENSG00000157184	CPT2
ENSG00000181817	LSM10
ENSG00000114999	TTL
ENSG00000116704	SLC35D1
ENSG00000253293	HOXA10
ENSG00000117525	F3
ENSG00000112972	HMGCS1
ENSG00000179295	PTPN11
ENSG00000107447	DNTT
ENSG00000141744	PNMT
ENSG00000123901	GPR83
ENSG00000178394	HTR1A
ENSG00000231500	RPS18
ENSG00000197471	SPN
ENSG00000260811	OR4C45
ENSG00000105894	PTN
ENSG00000165280	VCP
ENSG00000118420	UBE3D
ENSG00000254521	SIGLEC12
ENSG00000063176	SPHK2
ENSG00000138107	ACTR1A
ENSG00000120094	HOXB1
ENSG00000168301	KCTD6
ENSG00000088386	SLC15A1
ENSG00000205560	CPT1B
ENSG00000223501	VPS52
ENSG00000168263	KCNV2
ENSG00000183617	MRPL54
ENSG00000189403	HMGB1
ENSG00000198390	KRTAP13-1
ENSG00000129009	ISLR
ENSG00000138385	SSB
ENSG00000143257	NR1I3
ENSG00000184207	PGP
ENSG00000134508	CABLES1
ENSG00000197584	KCNMB2
ENSG00000122257	RBBP6
ENSG00000141956	PRDM15
ENSG00000163719	MTMR14
ENSG00000204435	CSNK2B
ENSG00000056998	GYG2
ENSG00000173457	PPP1R14B
ENSG00000153933	DGKE
ENSG00000178078	STAP2
ENSG00000185386	MAPK11
ENSG00000116016	EPAS1
ENSG00000125611	CHCHD5
ENSG00000116209	TMEM59
ENSG00000175390	EIF3F
ENSG00000138002	IFT172
ENSG00000130038	CRACR2A
ENSG00000115464	USP34
ENSG00000062485	CS
ENSG00000162409	PRKAA2
ENSG00000124557	BTN1A1
ENSG00000131400	NAPSA
ENSG00000114771	AADAC
ENSG00000154582	ELOC
ENSG00000136478	TEX2
ENSG00000102466	FGF14
ENSG00000196468	FGF16
ENSG00000234829	IFNA17
ENSG00000181761	OR8H3
ENSG00000120738	EGR1
ENSG00000163273	NPPC
ENSG00000138075	ABCG5
ENSG00000099985	OSM
ENSG00000117091	CD48
ENSG00000091879	ANGPT2
ENSG00000144852	NR1I2
ENSG00000174547	MRPL11
ENSG00000198353	HOXC4
ENSG00000271503	CCL5
ENSG00000134086	VHL
ENSG00000152944	MED21
ENSG00000181374	CCL13
ENSG00000107282	APBA1
ENSG00000186146	DEFB131A
ENSG00000133606	MKRN1
ENSG00000112893	MAN2A1
ENSG00000106992	AK1
ENSG00000170759	KIF5B
ENSG00000127580	WDR24
ENSG00000115091	ACTR3
ENSG00000087365	SF3B2
ENSG00000154174	TOMM70
ENSG00000012660	ELOVL5
ENSG00000216490	IFI30
ENSG00000158022	TRIM63
ENSG00000142224	IL19
ENSG00000185177	ZNF479
ENSG00000103494	RPGRIP1L
ENSG00000095397	WHRN
ENSG00000106993	CDC37L1
ENSG00000007968	E2F2
ENSG00000088682	COQ9
ENSG00000184984	CHRM5
ENSG00000162344	FGF19
ENSG00000204022	LIPJ
ENSG00000151079	KCNA6
ENSG00000144647	POMGNT2
ENSG00000185000	DGAT1
ENSG00000175581	MRPL48
ENSG00000118046	STK11
ENSG00000078328	RBFOX1
ENSG00000141447	OSBPL1A
ENSG00000074660	SCARF1
ENSG00000204873	KRTAP9-3
ENSG00000263528	IKBKE
ENSG00000060971	ACAA1
ENSG00000186844	LCE1A
ENSG00000198691	ABCA4
ENSG00000187170	LCE4A
ENSG00000154263	ABCA10
ENSG00000182400	TRAPPC6B
ENSG00000015153	YAF2
ENSG00000170677	SOCS6
ENSG00000108669	CYTH1
ENSG00000077264	PAK3
ENSG00000155846	PPARGC1B
ENSG00000140367	UBE2Q2
ENSG00000108700	CCL8
ENSG00000138308	PLA2G12B
ENSG00000111684	LPCAT3
ENSG00000133063	CHIT1
ENSG00000159640	ACE
ENSG00000179913	B3GNT3
ENSG00000127314	RAP1B
ENSG00000164442	CITED2
ENSG00000080224	EPHA6
ENSG00000107105	ELAVL2
ENSG00000105193	RPS16
ENSG00000163875	MEAF6
ENSG00000128016	ZFP36
ENSG00000131620	ANO1
ENSG00000144677	CTDSPL
ENSG00000108788	MLX
ENSG00000183741	CBX6
ENSG00000106105	GARS1
ENSG00000169379	ARL13B
ENSG00000010379	SLC6A13
ENSG00000171942	OR10H2
ENSG00000118096	IFT46
ENSG00000066651	TRMT11
ENSG00000166128	RAB8B
ENSG00000182481	KPNA2
ENSG00000111344	RASAL1
ENSG00000168661	ZNF30
ENSG00000066322	ELOVL1
ENSG00000132164	SLC6A11
ENSG00000120158	RCL1
ENSG00000102683	SGCG
ENSG00000060688	SNRNP40
ENSG00000164609	SLU7
ENSG00000188763	FZD9
ENSG00000170421	KRT8
ENSG00000186635	ARAP1
ENSG00000163818	LZTFL1
ENSG00000179051	RCC2
ENSG00000108518	PFN1
ENSG00000248905	FMN1
ENSG00000198721	ECI2
ENSG00000132518	GUCY2D
ENSG00000107560	RAB11FIP2
ENSG00000089177	KIF16B
ENSG00000187391	MAGI2
ENSG00000180801	ARSJ
ENSG00000108733	PEX12
ENSG00000142856	ITGB3BP
ENSG00000169752	NRG4
ENSG00000090266	NDUFB2
ENSG00000277556	OR13C5
ENSG00000168385	SEPTIN2
ENSG00000182180	MRPS16
ENSG00000204444	APOM
ENSG00000197020	ZNF100
ENSG00000119630	PGF
ENSG00000107362	ABHD17B
ENSG00000137809	ITGA11
ENSG00000183044	ABAT
ENSG00000180708	OR10K2
ENSG00000121316	PLBD1
ENSG00000186930	KRTAP6-2
ENSG00000116874	WARS2
ENSG00000156076	WIF1
ENSG00000162961	DPY30
ENSG00000204070	SYS1
ENSG00000157404	KIT
ENSG00000133639	BTG1
ENSG00000114125	RNF7
ENSG00000165731	RET
ENSG00000149792	MRPL49
ENSG00000267200	MIR132
ENSG00000115541	HSPE1
ENSG00000132259	CNGA4
ENSG00000129472	RAB2B
ENSG00000087470	DNM1L
ENSG00000288622	PDCD6-AHRR
ENSG00000166090	IL25
ENSG00000158457	TSPAN33
ENSG00000118620	ZNF430
ENSG00000104290	FZD3
ENSG00000182472	CAPN12
ENSG00000185088	RPS27L
ENSG00000104951	IL4I1
ENSG00000101158	NELFCD
ENSG00000117543	DPH5
ENSG00000188037	CLCN1
ENSG00000184032	KRTAP20-2
ENSG00000065357	DGKA
ENSG00000115598	IL1RL2
ENSG00000077522	ACTN2
ENSG00000171316	CHD7
ENSG00000253148	RGS21
ENSG00000274750	H3C6
ENSG00000183087	GAS6
ENSG00000084674	APOB
ENSG00000069943	PIGB
ENSG00000276903	H2AC16
ENSG00000124256	ZBP1
ENSG00000166037	CEP57
ENSG00000196081	ZNF724
ENSG00000109424	UCP1
ENSG00000094796	KRT31
ENSG00000177595	PIDD1
ENSG00000197233	OR1J2
ENSG00000123473	STIL
ENSG00000160211	G6PD
ENSG00000197217	ENTPD4
ENSG00000131471	AOC3
ENSG00000132781	MUTYH
ENSG00000184270	H2AC21
ENSG00000137265	IRF4
ENSG00000158186	MRAS
ENSG00000085276	MECOM
ENSG00000079785	DDX1
ENSG00000018625	ATP1A2
ENSG00000164399	IL3
ENSG00000166170	BAG5
ENSG00000171522	PTGER4
ENSG00000001497	LAS1L
ENSG00000128039	SRD5A3
ENSG00000158887	MPZ
ENSG00000277161	PIGW
ENSG00000139572	GPR84
ENSG00000102468	HTR2A
ENSG00000237172	B3GNT9
ENSG00000006377	DLX6
ENSG00000129474	AJUBA
ENSG00000134215	VAV3
ENSG00000160199	PKNOX1
ENSG00000117500	TMED5
ENSG00000154258	ABCA9
ENSG00000071073	MGAT4A
ENSG00000196739	COL27A1
ENSG00000178773	CPNE7
ENSG00000147955	SIGMAR1
ENSG00000075407	ZNF37A
ENSG00000160688	FLAD1
ENSG00000152208	GRID2
ENSG00000166428	PLD4
ENSG00000164050	PLXNB1
ENSG00000105879	CBLL1
ENSG00000212807	OR2A42
ENSG00000243989	ACY1
ENSG00000183647	ZNF530
ENSG00000123685	BATF3
ENSG00000086619	ERO1B
ENSG00000176014	TUBB6
ENSG00000090432	MUL1
ENSG00000221838	AP4M1
ENSG00000086991	NOX4
ENSG00000170786	SDR16C5
ENSG00000102882	MAPK3
ENSG00000155366	RHOC
ENSG00000127412	TRPV5
ENSG00000137710	RDX
ENSG00000136878	USP20
ENSG00000151726	ACSL1
ENSG00000163106	HPGDS
ENSG00000174358	SLC6A19
ENSG00000140092	FBLN5
ENSG00000147202	DIAPH2
ENSG00000213512	GBP7
ENSG00000205884	DEFB136
ENSG00000214944	ARHGEF28
ENSG00000267467	APOC4
ENSG00000143514	TP53BP2
ENSG00000072364	AFF4
ENSG00000207604	MIR206
ENSG00000043355	ZIC2
ENSG00000213186	TRIM59
ENSG00000177469	CAVIN1
ENSG00000145147	SLIT2
ENSG00000125430	HS3ST3B1
ENSG00000181634	TNFSF15
ENSG00000171435	KSR2
ENSG00000239789	MRPS17
ENSG00000168267	PTF1A
ENSG00000106080	FKBP14
ENSG00000159921	GNE
ENSG00000266964	FXYD1
ENSG00000167925	GHDC
ENSG00000109576	AADAT
ENSG00000167768	KRT1
ENSG00000140459	CYP11A1
ENSG00000154305	MIA3
ENSG00000136874	STX17
ENSG00000099866	MADCAM1
ENSG00000065150	IPO5
ENSG00000140374	ETFA
ENSG00000168685	IL7R
ENSG00000196363	WDR5
ENSG00000205358	MT1H
ENSG00000147224	PRPS1
ENSG00000162032	SPSB3
ENSG00000198890	PRMT6
ENSG00000163635	ATXN7
ENSG00000088367	EPB41L1
ENSG00000196455	PIK3R4
ENSG00000213931	HBE1
ENSG00000141933	TPGS1
ENSG00000154832	CXXC1
ENSG00000143793	C1orf35
ENSG00000244165	P2RY11
ENSG00000164749	HNF4G
ENSG00000138363	ATIC
ENSG00000101974	ATP11C
ENSG00000070159	PTPN3
ENSG00000139718	SETD1B
ENSG00000111700	SLCO1B3
ENSG00000166762	CATSPER2
ENSG00000062822	POLD1
ENSG00000239571	IGKV2D-30
ENSG00000064012	CASP8
ENSG00000185973	TMLHE
ENSG00000166148	AVPR1A
ENSG00000130538	OR11H1
ENSG00000173610	UGT2A1
ENSG00000130844	ZNF331
ENSG00000121377	TAS2R7
ENSG00000165059	PRKACG
ENSG00000131910	NR0B2
ENSG00000130560	UBAC1
ENSG00000178386	ZNF223
ENSG00000048545	GUCA1A
ENSG00000204228	HSD17B8
ENSG00000184076	UQCR10
ENSG00000267534	S1PR2
ENSG00000111537	IFNG
ENSG00000111271	ACAD10
ENSG00000132382	MYBBP1A
ENSG00000185515	BRCC3
ENSG00000147650	LRP12
ENSG00000275152	CCL16
ENSG00000154080	CHST9
ENSG00000102178	UBL4A
ENSG00000128655	PDE11A
ENSG00000088756	ARHGAP28
ENSG00000138433	CIR1
ENSG00000227507	LTB
ENSG00000087053	MTMR2
ENSG00000149260	CAPN5
ENSG00000153898	MCOLN2
ENSG00000214655	ZSWIM8
ENSG00000124882	EREG
ENSG00000096264	NCR2
ENSG00000163382	NAXE
ENSG00000189182	KRT77
ENSG00000021461	CYP3A43
ENSG00000198574	SH2D1B
ENSG00000104969	SGTA
ENSG00000173391	OLR1
ENSG00000172331	BPGM
ENSG00000160299	PCNT
ENSG00000164816	DEFA5
ENSG00000227140	USP17L5
ENSG00000141424	SLC39A6
ENSG00000131055	COX4I2
ENSG00000002745	WNT16
ENSG00000181767	OR8H2
ENSG00000138653	NDST4
ENSG00000165905	LARGE2
ENSG00000123933	MXD4
ENSG00000134871	COL4A2
ENSG00000173163	COMMD1
ENSG00000073150	PANX2
ENSG00000151929	BAG3
ENSG00000196950	SLC39A10
ENSG00000100603	SNW1
ENSG00000055332	EIF2AK2
ENSG00000265491	RNF115
ENSG00000099331	MYO9B
ENSG00000171509	RXFP1
ENSG00000112208	BAG2
ENSG00000132465	JCHAIN
ENSG00000163577	EIF5A2
ENSG00000076351	SLC46A1
ENSG00000068001	HYAL2
ENSG00000115268	RPS15
ENSG00000175745	NR2F1
ENSG00000181135	ZNF707
ENSG00000155304	HSPA13
ENSG00000204852	TCTN1
ENSG00000103415	HMOX2
ENSG00000129204	USP6
ENSG00000100485	SOS2
ENSG00000198983	MIR449A
ENSG00000161860	SYCE2
ENSG00000130957	FBP2
ENSG00000105053	VRK3
ENSG00000051596	THOC3
ENSG00000204174	NPY4R
ENSG00000040731	CDH10
ENSG00000189013	KIR2DL4
ENSG00000171303	KCNK3
ENSG00000013561	RNF14
ENSG00000198185	ZNF334
ENSG00000106366	SERPINE1
ENSG00000163661	PTX3
ENSG00000187630	DHRS4L2
ENSG00000020181	ADGRA2
ENSG00000131203	IDO1
ENSG00000167447	SMG8
ENSG00000100577	GSTZ1
ENSG00000082293	COL19A1
ENSG00000118515	SGK1
ENSG00000121879	PIK3CA
ENSG00000277858	H2AB2
ENSG00000186951	PPARA
ENSG00000139684	ESD
ENSG00000132646	PCNA
ENSG00000137337	MDC1
ENSG00000162191	UBXN1
ENSG00000196539	OR2T3
ENSG00000088247	KHSRP
ENSG00000070031	SCT
ENSG00000013016	EHD3
ENSG00000147160	AWAT2
ENSG00000108883	EFTUD2
ENSG00000151640	DPYSL4
ENSG00000105726	ATP13A1
ENSG00000115944	COX7A2L
ENSG00000101266	CSNK2A1
ENSG00000143190	POU2F1
ENSG00000168830	HTR1E
ENSG00000161133	USP41
ENSG00000177182	CLVS1
ENSG00000181371	OR5M8
ENSG00000174982	OR4S2
ENSG00000170166	HOXD4
ENSG00000168539	CHRM1
ENSG00000229415	SFTA3
ENSG00000244474	UGT1A4
ENSG00000163961	RNF168
ENSG00000149571	KIRREL3
ENSG00000151914	DST
ENSG00000167548	KMT2D
ENSG00000073849	ST6GAL1
ENSG00000161011	SQSTM1
ENSG00000169488	OR4K15
ENSG00000115085	ZAP70
ENSG00000245848	CEBPA
ENSG00000160087	UBE2J2
ENSG00000161642	ZNF385A
ENSG00000213965	NUDT19
ENSG00000159455	LCE2B
ENSG00000168883	USP39
ENSG00000165030	NFIL3
ENSG00000106785	TRIM14
ENSG00000120440	TTLL2
ENSG00000081870	HSPB11
ENSG00000172318	B3GALT1
ENSG00000108379	WNT3
ENSG00000161807	OR7G1
ENSG00000256394	ASIC5
ENSG00000071243	ING3
ENSG00000104361	NIPAL2
ENSG00000155827	RNF20
ENSG00000173597	SULT1B1
ENSG00000134954	ETS1
ENSG00000168065	SLC22A11
ENSG00000182782	HCAR2
ENSG00000063438	AHRR
ENSG00000172845	SP3
ENSG00000135973	GPR45
ENSG00000167987	VPS37C
ENSG00000115665	SLC5A7
ENSG00000160339	FCN2
ENSG00000273749	CYFIP1
ENSG00000101294	HM13
ENSG00000101144	BMP7
ENSG00000188386	PPP3R2
ENSG00000162959	MEMO1
ENSG00000153406	NMRAL1
ENSG00000243955	GSTA1
ENSG00000104783	KCNN4
ENSG00000114062	UBE3A
ENSG00000148120	AOPEP
ENSG00000160796	NBEAL2
ENSG00000146006	LRRTM2
ENSG00000133169	BEX1
ENSG00000103855	CD276
ENSG00000170291	ELP5
ENSG00000150783	TEX12
ENSG00000187918	OR51I2
ENSG00000183389	OR56A4
ENSG00000117598	PLPPR5
ENSG00000138735	PDE5A
ENSG00000174417	TRHR
ENSG00000124102	PI3
ENSG00000107341	UBE2R2
ENSG00000124641	MED20
ENSG00000131914	LIN28A
ENSG00000100243	CYB5R3
ENSG00000103978	TMEM87A
ENSG00000164603	BMT2
ENSG00000115523	GNLY
ENSG00000107960	STN1
ENSG00000101413	RPRD1B
ENSG00000101849	TBL1X
ENSG00000255713	OR4D2
ENSG00000155016	CYP2U1
ENSG00000196597	ZNF782
ENSG00000196074	SYCP2
ENSG00000197063	MAFG
ENSG00000165060	FXN
ENSG00000164597	COG5
ENSG00000131381	RBSN
ENSG00000072736	NFATC3
ENSG00000119714	GPR68
ENSG00000213123	DYNLT2B
ENSG00000107185	RGP1
ENSG00000182631	RXFP3
ENSG00000082014	SMARCD3
ENSG00000158669	GPAT4
ENSG00000025708	TYMP
ENSG00000083720	OXCT1
ENSG00000230430	USP17L25
ENSG00000163171	CDC42EP3
ENSG00000005469	CROT
ENSG00000166401	SERPINB8
ENSG00000133048	CHI3L1
ENSG00000182185	RAD51B
ENSG00000155918	RAET1L
ENSG00000085365	SCAMP1
ENSG00000125977	EIF2S2
ENSG00000243708	PLA2G4B
ENSG00000171217	CLDN20
ENSG00000188706	ZDHHC9
ENSG00000172732	MUS81
ENSG00000168769	TET2
ENSG00000198298	ZNF485
ENSG00000138768	USO1
ENSG00000017260	ATP2C1
ENSG00000165841	CYP2C19
ENSG00000100219	XBP1
ENSG00000135945	REV1
ENSG00000186115	CYP4F2
ENSG00000186925	KRTAP19-6
ENSG00000115297	TLX2
ENSG00000003400	CASP10
ENSG00000017797	RALBP1
ENSG00000160570	DEDD2
ENSG00000179195	ZNF664
ENSG00000139329	LUM
ENSG00000057657	PRDM1
ENSG00000000419	DPM1
ENSG00000205937	RNPS1
ENSG00000099364	FBXL19
ENSG00000117877	POLR1G
ENSG00000172922	RNASEH2C
ENSG00000154165	GPR15
ENSG00000065268	WDR18
ENSG00000057468	MSH4
ENSG00000145216	FIP1L1
ENSG00000163975	MELTF
ENSG00000167862	MRPL58
ENSG00000101843	PSMD10
ENSG00000274611	TBC1D3
ENSG00000185559	DLK1
ENSG00000206474	OR10C1
ENSG00000103522	IL21R
ENSG00000172819	RARG
ENSG00000186943	OR13C8
ENSG00000118432	CNR1
ENSG00000053900	ANAPC4
ENSG00000242550	SERPINB10
ENSG00000149131	SERPING1
ENSG00000111196	MAGOHB
ENSG00000177212	OR2T33
ENSG00000163221	S100A12
ENSG00000164615	CAMLG
ENSG00000129354	AP1M2
ENSG00000173614	NMNAT1
ENSG00000147813	NAPRT
ENSG00000263002	ZNF234
ENSG00000090382	LYZ
ENSG00000135702	CHST5
ENSG00000142949	PTPRF
ENSG00000110768	GTF2H1
ENSG00000136942	RPL35
ENSG00000133997	MED6
ENSG00000118514	ALDH8A1
ENSG00000197959	DNM3
ENSG00000183196	CHST6
ENSG00000204231	RXRB
ENSG00000169689	CENPX
ENSG00000157542	KCNJ6
ENSG00000183463	URAD
ENSG00000180772	AGTR2
ENSG00000130948	HSD17B3
ENSG00000132825	PPP1R3D
ENSG00000196458	ZNF605
ENSG00000140395	WDR61
ENSG00000174996	KLC2
ENSG00000118308	IRAG2
ENSG00000116748	AMPD1
ENSG00000178235	SLITRK1
ENSG00000179477	ALOX12B
ENSG00000107566	ERLIN1
ENSG00000079819	EPB41L2
ENSG00000172667	ZMAT3
ENSG00000120742	SERP1
ENSG00000122859	NEUROG3
ENSG00000118579	MED28
ENSG00000135678	CPM
ENSG00000176407	KCMF1
ENSG00000121270	ABCC11
ENSG00000123080	CDKN2C
ENSG00000120341	SEC16B
ENSG00000169499	PLEKHA2
ENSG00000116030	SUMO1
ENSG00000171109	MFN1
ENSG00000175336	APOF
ENSG00000088876	ZNF343
ENSG00000116039	ATP6V1B1
ENSG00000123154	WDR83
ENSG00000092531	SNAP23
ENSG00000164933	SLC25A32
ENSG00000172005	MAL
ENSG00000213047	DENND1B
ENSG00000159199	ATP5MC1
ENSG00000204525	HLA-C
ENSG00000115415	STAT1
ENSG00000159128	IFNGR2
ENSG00000198951	NAGA
ENSG00000137411	VARS2
ENSG00000110841	PPFIBP1
ENSG00000046889	PREX2
ENSG00000151552	QDPR
ENSG00000166847	DCTN5
ENSG00000184716	SERINC4
ENSG00000182793	GSTA5
ENSG00000087245	MMP2
ENSG00000112855	HARS2
ENSG00000188612	SUMO2
ENSG00000134538	SLCO1B1
ENSG00000237440	ZNF737
ENSG00000242485	MRPL20
ENSG00000134545	KLRC1
ENSG00000138430	OLA1
ENSG00000100450	GZMH
ENSG00000198763	MT-ND2
ENSG00000139112	GABARAPL1
ENSG00000176170	SPHK1
ENSG00000176454	LPCAT4
ENSG00000103066	PLA2G15
ENSG00000168306	ACOX2
ENSG00000171403	KRT9
ENSG00000165025	SYK
ENSG00000103365	GGA2
ENSG00000163736	PPBP
ENSG00000038382	TRIO
ENSG00000138073	PREB
ENSG00000167825	OR5I1
ENSG00000105619	TFPT
ENSG00000111981	ULBP1
ENSG00000005961	ITGA2B
ENSG00000187758	ADH1A
ENSG00000123728	RAP2C
ENSG00000086189	DIMT1
ENSG00000113525	IL5
ENSG00000099821	POLRMT
ENSG00000136866	ZFP37
ENSG00000182634	OR10G7
ENSG00000162236	STX5
ENSG00000184925	LCN12
ENSG00000196628	TCF4
ENSG00000094916	CBX5
ENSG00000163806	SPDYA
ENSG00000145088	EAF2
ENSG00000107954	NEURL1
ENSG00000277893	SRD5A2
ENSG00000162992	NEUROD1
ENSG00000104921	FCER2
ENSG00000175305	CCNE2
ENSG00000163202	LCE3D
ENSG00000187522	HSPA14
ENSG00000185985	SLITRK2
ENSG00000169194	IL13
ENSG00000164066	INTU
ENSG00000221957	KIR2DS4
ENSG00000143398	PIP5K1A
ENSG00000110244	APOA4
ENSG00000169884	WNT10B
ENSG00000170790	OR10A2
ENSG00000205882	DEFB134
ENSG00000237289	CKMT1B
ENSG00000104894	CD37
ENSG00000158769	F11R
ENSG00000111445	RFC5
ENSG00000184786	DYNLT2
ENSG00000131142	CCL25
ENSG00000183709	IFNL2
ENSG00000135541	AHI1
ENSG00000118777	ABCG2
ENSG00000164822	DEFA6
ENSG00000124225	PMEPA1
ENSG00000242221	PSG2
ENSG00000220205	VAMP2
ENSG00000112242	E2F3
ENSG00000101191	DIDO1
ENSG00000068745	IP6K2
ENSG00000130529	TRPM4
ENSG00000025039	RRAGD
ENSG00000070193	FGF10
ENSG00000166086	JAM3
ENSG00000054356	PTPRN
ENSG00000187051	RPS19BP1
ENSG00000157014	TATDN2
